23.12224607,113.679187118
23.12219352,113.679340903
23.122167642,113.67939606
23.122147427,113.67941038
23.12215626,113.679406402
23.122153352,113.679403223
23.122146123,113.679375315
23.122139903,113.679361638
23.122131648,113.679347525
23.122134433,113.679350242
23.122171257,113.679374067
23.122170478,113.679379722
23.122163958,113.6793595
23.122170435,113.67934201
23.122175308,113.679351973
23.122188355,113.679355962
23.122200178,113.679350832
23.122191888,113.679330812
23.122174903,113.67932721
23.122172247,113.679344023
23.122162305,113.679357793
23.122154135,113.67937116
23.122149417,113.679396383
23.122147893,113.679392213
23.122158453,113.67939605
23.122155887,113.679390512
23.122163657,113.679369897
23.122167718,113.679358683
23.122167702,113.679371268
23.122167285,113.679367728
23.122170233,113.679363477
23.122169687,113.67935762
23.122164887,113.679350515
23.122161858,113.679342155
23.122164158,113.679342402
23.122161485,113.679336925
23.122165828,113.679335003
23.122146135,113.679402122
23.12215086,113.67938394
23.122144153,113.679394137
23.122133557,113.679398607
23.122114848,113.679434317
23.122102413,113.679465903
23.12210923,113.679440343
23.122114025,113.679426583
23.122136172,113.679407335
23.122144383,113.679410578
23.122148137,113.679421813
23.122165935,113.679405875
23.122167955,113.679422657
23.122172465,113.679431842
23.12217712,113.679441145
23.122186458,113.67944557
23.122182732,113.679444575
23.122180288,113.679447047
23.122184273,113.679453027
23.122192253,113.679457282
23.122197282,113.679460122
23.122201455,113.679462585
23.122202717,113.679464887
23.122222117,113.67948701
23.122231122,113.679498033
23.122246557,113.679512658
23.122258167,113.679521673
23.122271562,113.679535205
23.122280758,113.679547833
23.12229196,113.67955935
23.122294832,113.679551952
23.122299005,113.679547877
23.12230057,113.679532588
23.122309087,113.679534542
23.122319442,113.679541875
23.122327418,113.679543358
23.122337685,113.679527202
23.12234549,113.679535423
23.12235887,113.679537763
23.122382372,113.6795352
23.122408958,113.679535033
23.122469358,113.679569327
23.122501465,113.679592313
23.122545453,113.679646277
23.122587843,113.679727105
23.122613783,113.679758763
23.12262024,113.679770948
23.122616773,113.67976931
23.122609697,113.679769387
23.12256039,113.679752202
23.122540007,113.679748703
23.122505822,113.679728792
23.122480097,113.679710887
23.122465065,113.679713383
23.12247571,113.67972547
23.122492997,113.679742537
23.12250101,113.679755608
23.12249887,113.67975848
23.122486725,113.679758518
23.122488087,113.679741277
23.122494192,113.679731653
23.122489015,113.679749305
23.122503947,113.67976732
23.122511957,113.679774243
23.122502218,113.67977052
23.122505035,113.6797802
23.122502718,113.67978302
23.122505082,113.679781988
23.122509717,113.679781878
23.122513312,113.679785927
23.122521838,113.679786537
23.122523052,113.679788485
23.122520287,113.679788308
23.122520453,113.679788875
23.122520622,113.67978838
23.122521115,113.679789042
23.12252145,113.679790477
23.122524837,113.679814798
23.12252462,113.679834883
23.122553697,113.679874453
23.122573452,113.67990268
23.122582263,113.679911525
23.12258828,113.679911448
23.122599265,113.679911607
23.122609773,113.679922267
23.122613018,113.67992157
23.122614695,113.679914408
23.122621633,113.679920882
23.122635928,113.679925755
23.122652085,113.679961227
23.122657298,113.6799844
23.122656107,113.679986325
23.122679807,113.680006785
23.122696698,113.68001567
23.12271236,113.680014303
23.122709118,113.680010983
23.12271157,113.680013272
23.122711667,113.680028057
23.122710328,113.680031857
23.122740433,113.680051373
23.122738123,113.68005443
23.12274544,113.68006525
23.12275577,113.680066238
23.122757087,113.680060363
23.122767212,113.680069462
23.122781187,113.680080703
23.122780238,113.680085978
23.122784245,113.680098072
23.12278803,113.680105863
23.122806738,113.680121177
23.122823798,113.680129417
23.122836038,113.680136123
23.12285395,113.680151572
23.122861853,113.680156587
23.122866935,113.680166763
23.122873423,113.680162153
23.122890578,113.680159058
23.122881795,113.680146848
23.122884637,113.680158053
23.122889047,113.680163103
23.122889987,113.680164892
23.122884385,113.680170183
23.122880072,113.68017091
23.122885583,113.680172548
23.122904498,113.680183515
23.122907028,113.68018737
23.122911585,113.680193187
23.122918562,113.680200845
23.122914408,113.680209567
23.122905007,113.680214888
23.122892455,113.680215477
23.12289241,113.68021242
23.12289146,113.680212888
23.122900815,113.680228632
23.122897657,113.680227612
23.122897993,113.68023227
23.122893832,113.680244587
23.122895227,113.680250627
23.122905678,113.680259028
23.122918073,113.680264827
23.12292854,113.680271697
23.122929802,113.680279958
23.122934565,113.680293852
23.122933907,113.680319277
23.122933125,113.680352115
23.122933515,113.680346503
23.122960445,113.680353913
23.122972538,113.680364027
23.122983253,113.680367848
23.122995662,113.680375972
23.12300669,113.680387303
23.123014648,113.680393888
23.123020477,113.680394003
23.123049578,113.68042961
23.123066218,113.680454832
23.123070288,113.680470607
23.123066013,113.680474212
23.12306135,113.680470138
23.123070782,113.680483212
23.123078787,113.68048997
